from,to,category,category_A,NameSpace_A,ID_A,Name_A,category_B,NameSpace_B,ID_B,Name_B,PubMed,Source,Data_Source_Relationship
PubChemCID:54687,PubChemCID:41781,Drug-Drug,Drug,PubChemCID,54687,Pravastatin,Drug,PubChemCID,41781,torsemide,,DCDB,Unclear (Phase 1)
PubChemCID:54687,PubChemCID:4192,Drug-Drug,Drug,PubChemCID,54687,Pravastatin,Drug,PubChemCID,4192,Midazolam,,DCDB,Unclear (Phase 1)
PubChemCID:54687,PubChemCID:4212,Drug-Drug,Drug,PubChemCID,54687,Pravastatin,Drug,PubChemCID,4212,Mitoxantrone,,DCDB,Unclear (Phase 1|Phase 2)
PubChemCID:54687,PubChemCID:42890,Drug-Drug,Drug,PubChemCID,54687,Pravastatin,Drug,PubChemCID,42890,Idarubicin,,DCDB,Unclear (Phase 2)
PubChemCID:54687,PubChemCID:4912,Drug-Drug,Drug,PubChemCID,54687,Pravastatin,Drug,PubChemCID,4912,Probucol,,DCDB,Unclear (NO inforamtion)
PubChemCID:5472,PubChemCID:55283,Drug-Drug,Drug,PubChemCID,5472,Ticlopidine,Drug,PubChemCID,55283,Itraconazole,,DCDB,Unclear (Phase 4)
PubChemCID:5472,PubChemCID:60606,Drug-Drug,Drug,PubChemCID,5472,Ticlopidine,Drug,PubChemCID,60606,clopidogrel,,DCDB,Unclear (Phase 3)
PubChemCID:54726191,PubChemCID:4095,Drug-Drug,Drug,PubChemCID,54726191,dolutegravir,Drug,PubChemCID,4095,Methadone,,DCDB,Unclear (Phase 1)
PubChemCID:54726191,PubChemCID:4192,Drug-Drug,Drug,PubChemCID,54726191,dolutegravir,Drug,PubChemCID,4192,Midazolam,,DCDB,Unclear (Phase 1)
PubChemCID:54746,PubChemCID:71300636,Drug-Drug,Drug,PubChemCID,54746,cabergoline,Drug,PubChemCID,71300636,pasireotide,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:54786,PubChemCID:110635,Drug-Drug,Drug,PubChemCID,54786,U 62840,Drug,PubChemCID,110635,tadalafil,,DCDB,Unclear (Phase 4)
PubChemCID:5479,PubChemCID:33255,Drug-Drug,Drug,PubChemCID,5479,Tinidazole,Drug,PubChemCID,33255,Cefazolin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5479530,PubChemCID:150610,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,150610,ertapenem,,DCDB,Unclear (NO inforamtion)
PubChemCID:5479530,PubChemCID:441306,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,441306,Netilmicin,,DCDB,Unclear (Phase 4)
PubChemCID:5479530,PubChemCID:456256,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,456256,Cefotaxime,,DCDB,Unclear (Phase 4)
PubChemCID:5479530,PubChemCID:5281011,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,5281011,CID 5281011,,DCDB,Unclear (Phase 2)
PubChemCID:5479530,PubChemCID:6196,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,6196,Oxacillin,,DCDB,Unclear (Phase 2)
PubChemCID:5479530,PubChemCID:6196,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,6196,Oxacillin,21829969,DCDB,Unclear (Phase 4)
PubChemCID:5479530,PubChemCID:8982,Drug-Drug,Drug,PubChemCID,5479530,Ceftriaxone,Drug,PubChemCID,8982,Nafcillin,,DCDB,Unclear (Phase 2)
PubChemCID:5479537,PubChemCID:73303,Drug-Drug,Drug,PubChemCID,5479537,cefepime,Drug,PubChemCID,73303,doripenem,,DCDB,Unclear (Phase 3)
PubChemCID:5481173,PubChemCID:14969,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,14969,Vancomycin,,DCDB,Unclear (Phase 3)
PubChemCID:5481173,PubChemCID:2764,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,2764,Ciprofloxacin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5481173,PubChemCID:2764,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,2764,Ciprofloxacin,,DCDB,Unclear (Phase 3)
PubChemCID:5481173,PubChemCID:36294,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,36294,Tobramycin,,DCDB,Unclear (Phase 1)
PubChemCID:5481173,PubChemCID:36294,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,36294,Tobramycin,,DCDB,Unclear (Phase 4)
PubChemCID:5481173,PubChemCID:37768,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,37768,Amikacin,11168867,DCDB,null (Clinical)
PubChemCID:5481173,PubChemCID:37768,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,37768,Amikacin,,DCDB,Unclear (Phase 2)
PubChemCID:5481173,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,4173,Metronidazole,,DCDB,Unclear (Phase 2)
PubChemCID:5481173,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,4173,Metronidazole,,DCDB,Unclear (Phase 3)
PubChemCID:5481173,PubChemCID:441130,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,441130,meropenem,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5481173,PubChemCID:441130,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,441130,meropenem,,DCDB,Unclear (Phase 4)
PubChemCID:5481173,PubChemCID:51081,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,51081,Pefloxacin,11426858,DCDB,Synergistic (Preclinical)
PubChemCID:5481173,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,5329,Sulfamethoxazole,,DCDB,Unclear (Phase 3)
PubChemCID:5481173,PubChemCID:5578,Drug-Drug,Drug,PubChemCID,5481173,Ceftazidime,Drug,PubChemCID,5578,Trimethoprim,,DCDB,Unclear (Phase 3)
PubChemCID:54841,PubChemCID:3519,Drug-Drug,Drug,PubChemCID,54841,atomoxetine,Drug,PubChemCID,3519,Guanfacine,,DCDB,Unclear (Phase 4)
PubChemCID:54841,PubChemCID:4158,Drug-Drug,Drug,PubChemCID,54841,atomoxetine,Drug,PubChemCID,4158,Methylphenidate,,DCDB,Unclear (Phase 4)
PubChemCID:5484727,PubChemCID:2520,Drug-Drug,Drug,PubChemCID,5484727,trandolapril,Drug,PubChemCID,2520,Verapamil,9160758,DCDB,null (Approved)
PubChemCID:5484727,PubChemCID:2520,Drug-Drug,Drug,PubChemCID,5484727,trandolapril,Drug,PubChemCID,2520,Verapamil,,DCDB,Unclear (Phase 3)
PubChemCID:5484727,PubChemCID:3639,Drug-Drug,Drug,PubChemCID,5484727,trandolapril,Drug,PubChemCID,3639,Hydrochlorothiazide,,DCDB,Unclear (Phase 4)
PubChemCID:5484727,PubChemCID:44093,Drug-Drug,Drug,PubChemCID,5484727,trandolapril,Drug,PubChemCID,44093,Captopril,,DCDB,Unclear (Phase 4)
PubChemCID:5484727,PubChemCID:5210,Drug-Drug,Drug,PubChemCID,5484727,trandolapril,Drug,PubChemCID,5210,sibutramine,,DCDB,Unclear (Phase 3)
PubChemCID:5485198,PubChemCID:4908,Drug-Drug,Drug,PubChemCID,5485198,pyronaridine,Drug,PubChemCID,4908,Primaquine,,DCDB,Unclear (Phase 1)
PubChemCID:5486971,PubChemCID:175805,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,175805,ropivacaine,,DCDB,Unclear (Phase 4)
PubChemCID:5486971,PubChemCID:3696,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,3696,Imipramine,,DCDB,Unclear (Phase 4)
PubChemCID:5486971,PubChemCID:443879,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,443879,tolterodine,,DCDB,Unclear (Phase 2)
PubChemCID:5486971,PubChemCID:60815,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,60815,remifentanil,,DCDB,Unclear (Phase 4)
PubChemCID:5486971,PubChemCID:60835,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,60835,duloxetine,,DCDB,Unclear (NO inforamtion)
PubChemCID:5486971,PubChemCID:60835,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,60835,duloxetine,,DCDB,Unclear (Phase 2)
PubChemCID:5486971,PubChemCID:60835,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,60835,duloxetine,,DCDB,Unclear (Phase 3)
PubChemCID:5486971,PubChemCID:60835,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,60835,duloxetine,,DCDB,Unclear (Phase 4)
PubChemCID:5486971,PubChemCID:9838022,Drug-Drug,Drug,PubChemCID,5486971,pregabalin,Drug,PubChemCID,9838022,tapentadol,,DCDB,Unclear (Phase 4)
PubChemCID:54892,PubChemCID:3639,Drug-Drug,Drug,PubChemCID,54892,quinapril,Drug,PubChemCID,3639,Hydrochlorothiazide,8006914,DCDB,Additive (Approved)
PubChemCID:5493381,PubChemCID:2972,Drug-Drug,Drug,PubChemCID,5493381,deferasirox,Drug,PubChemCID,2972,deferiprone,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5493444,PubChemCID:443872,Drug-Drug,Drug,PubChemCID,5493444,aliskiren,Drug,PubChemCID,443872,eplerenone,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:104838,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,104838,Imipenem,12714805,DCDB,Additive (Preclinical)
PubChemCID:55185,PubChemCID:104838,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,104838,Imipenem,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:14969,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,14969,Vancomycin,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:17134,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,17134,Sulfadoxine,|22829919|20350189,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:2082,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,2082,Albendazole,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:2082,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,2082,Albendazole,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:2153,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,2153,Theophylline,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:2719,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,2719,Chloroquine,,DCDB,Unclear (Phase 1)
PubChemCID:55185,PubChemCID:2719,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,2719,Chloroquine,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:55185,PubChemCID:2719,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,2719,Chloroquine,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:33255,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,33255,Cefazolin,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:3365,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,3365,Fluconazole,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:3467,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,3467,Gentamicins,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:3767,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,3767,Isoniazid,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,4173,Metronidazole,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:444036,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,444036,fluticasone,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:456256,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,456256,Cefotaxime,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:46936176,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,46936176,Ivermectine,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:5280980,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5280980,Clavulanic Acid,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5281011,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5281011,CID 5281011,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:5281040,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5281040,montelukast,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:5361202,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5361202,Cefuroxime,,DCDB,Unclear (NO inforamtion)
PubChemCID:55185,PubChemCID:5362065,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5362065,Cefixime,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5381226,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5381226,Rifampin,20155838,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5464098,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5464098,artesunate,|20557237,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:5464098,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5464098,artesunate,19769536,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5479,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5479,Tinidazole,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:5479530,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5479530,Ceftriaxone,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5479530,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5479530,Ceftriaxone,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:5481173,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5481173,Ceftazidime,12714805,DCDB,Synergistic (Preclinical)
PubChemCID:55185,PubChemCID:572,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,572,fosmidomycin,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:5743,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5743,Dexamethasone,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5755,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5755,Prednisolone,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:5865,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5865,Prednisone,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:5865,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,5865,Prednisone,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:6178111,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,6178111,Proguanil,,DCDB,Unclear (Phase 1|Phase 2)
PubChemCID:55185,PubChemCID:63006,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,63006,Budesonide,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:6323490,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,6323490,Rifabutin,,DCDB,Unclear (Phase 4)
PubChemCID:55185,PubChemCID:667490,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,667490,6-Mercaptopurine,19759042,DCDB,Synergistic (Preclinical)
PubChemCID:55185,PubChemCID:68617,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,68617,Sertraline,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:6869,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,6869,Penicillin V,,DCDB,Unclear (Phase 2)
PubChemCID:55185,PubChemCID:74989,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,74989,Atovaquone,,DCDB,Unclear (Phase 1|Phase 2)
PubChemCID:55185,PubChemCID:84029,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,84029,Clarithromycin,,DCDB,Unclear (Phase 3)
PubChemCID:55185,PubChemCID:9571107,Drug-Drug,Drug,PubChemCID,55185,Azithromycin,Drug,PubChemCID,9571107,gemifloxacin,,DCDB,Unclear (Phase 4)
PubChemCID:5546,PubChemCID:3639,Drug-Drug,Drug,PubChemCID,5546,Triamterene,Drug,PubChemCID,3639,Hydrochlorothiazide,9475259,DCDB,null (Approved)
PubChemCID:55483,PubChemCID:36811,Drug-Drug,Drug,PubChemCID,55483,dopexamine,Drug,PubChemCID,36811,Dobutamine,,DCDB,Unclear (Phase 4)
PubChemCID:55483,PubChemCID:439260,Drug-Drug,Drug,PubChemCID,55483,dopexamine,Drug,PubChemCID,439260,Norepinephrine,,DCDB,Unclear (Phase 4)
PubChemCID:5556,PubChemCID:208902,Drug-Drug,Drug,PubChemCID,5556,Triazolam,Drug,PubChemCID,208902,ramelteon,,DCDB,Unclear (Phase 2)
PubChemCID:5577,PubChemCID:6005,Drug-Drug,Drug,PubChemCID,5577,trimethobenzamide,Drug,PubChemCID,6005,Apomorphine,,DCDB,Unclear (Phase 4)
PubChemCID:5578,PubChemCID:14969,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,14969,Vancomycin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5578,PubChemCID:14969,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,14969,Vancomycin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:27447,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,27447,Cephalexin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:27447,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,27447,Cephalexin,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5578,PubChemCID:2764,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,2764,Ciprofloxacin,19469287,DCDB,Synergistic (Preclinical)
PubChemCID:5578,PubChemCID:2764,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,2764,Ciprofloxacin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5578,PubChemCID:2764,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,2764,Ciprofloxacin,,DCDB,Unclear (Phase 3)
PubChemCID:5578,PubChemCID:29029,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,29029,Clindamycin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:29029,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,29029,Clindamycin,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5578,PubChemCID:29029,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,29029,Clindamycin,,DCDB,Unclear (Phase 3)
PubChemCID:5578,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5578,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 3)
PubChemCID:5578,PubChemCID:3767,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,3767,Isoniazid,21732834,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5578,PubChemCID:3767,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,3767,Isoniazid,21460373|19886982|17085459,DCDB,Unclear (Phase 3)
PubChemCID:5578,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,4173,Metronidazole,,DCDB,Unclear (Phase 4)
PubChemCID:5578,PubChemCID:441401,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,441401,linezolid,,DCDB,Unclear (Phase 3)
PubChemCID:5578,PubChemCID:4868,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,4868,Polymyxin B,19043945,DCDB,null (Approved)
PubChemCID:5578,PubChemCID:4868,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,4868,Polymyxin B,15828175,DCDB,Synergistic (Preclinical)
PubChemCID:5578,PubChemCID:5280980,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5280980,Clavulanic Acid,,DCDB,Unclear (NO inforamtion)
PubChemCID:5578,PubChemCID:5280980,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5280980,Clavulanic Acid,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:5281011,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5281011,CID 5281011,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,3488022,DCDB,null (Approved)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,18801920|15828175,DCDB,Synergistic (Preclinical)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,|23457080,DCDB,Unclear (NO inforamtion)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,21732834|,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,23273022|22453048|21454456|19948038|19877969||21460373|19886982|17085459,DCDB,Unclear (Phase 3)
PubChemCID:5578,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5329,Sulfamethoxazole,,DCDB,Unclear (Phase 4)
PubChemCID:5578,PubChemCID:5353830,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5353830,Nitrofurantoin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:5362065,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5362065,Cefixime,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:5381226,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5381226,Rifampin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:5381226,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,5381226,Rifampin,,DCDB,Unclear (Phase 4)
PubChemCID:5578,PubChemCID:6323490,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,6323490,Rifabutin,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:9552079,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,9552079,Chlorhexidine,,DCDB,Unclear (Phase 2)
PubChemCID:5578,PubChemCID:9571107,Drug-Drug,Drug,PubChemCID,5578,Trimethoprim,Drug,PubChemCID,9571107,gemifloxacin,18801920,DCDB,Synergistic (Preclinical)
PubChemCID:55891,PubChemCID:3639,Drug-Drug,Drug,PubChemCID,55891,Fosinopril,Drug,PubChemCID,3639,Hydrochlorothiazide,8282360,DCDB,null (Approved)
PubChemCID:5596,PubChemCID:216457,Drug-Drug,Drug,PubChemCID,5596,Trospium,Drug,PubChemCID,216457,solifenacin,,DCDB,Unclear (Phase 3)
PubChemCID:5656,PubChemCID:146570,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,146570,Citalopram,,DCDB,Unclear (Phase 4)
PubChemCID:5656,PubChemCID:28486,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,28486,lithium ion,,DCDB,Unclear (Phase 4)
PubChemCID:5656,PubChemCID:3152,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,3152,donepezil,,DCDB,Unclear (Phase 4)
PubChemCID:5656,PubChemCID:4205,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,4205,mirtazapine,,DCDB,Unclear (Phase 4)
PubChemCID:5656,PubChemCID:43815,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,43815,Paroxetine,,DCDB,Unclear (Phase 3)
PubChemCID:5656,PubChemCID:43815,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,43815,Paroxetine,,DCDB,Unclear (Phase 4)
PubChemCID:5656,PubChemCID:4543,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,4543,Nortriptyline,,DCDB,Unclear (NO inforamtion)
PubChemCID:5656,PubChemCID:5002,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,5002,quetiapine,,DCDB,Unclear (Phase 3)
PubChemCID:5656,PubChemCID:5002,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,5002,quetiapine,,DCDB,Unclear (Phase 4)
PubChemCID:5656,PubChemCID:60795,Drug-Drug,Drug,PubChemCID,5656,venlafaxine,Drug,PubChemCID,60795,aripiprazole,,DCDB,Unclear (Phase 4)
