XID,category,NameSpace,ID,Name
GeneID:3291,Protein,GeneID,3291,HSD11B2
GeneID:3292,Protein,GeneID,3292,HSD17B1
GeneID:3295,Protein,GeneID,3295,HSD17B4
GeneID:331,Protein,GeneID,331,XIAP
GeneID:3312,Protein,GeneID,3312,HSPA8
GeneID:3315,Protein,GeneID,3315,HSPB1
GeneID:332,Protein,GeneID,332,BIRC5
GeneID:3320,Protein,GeneID,3320,HSP90AA1
GeneID:3329,Protein,GeneID,3329,HSPD1
GeneID:3350,Protein,GeneID,3350,HTR1A
GeneID:3351,Protein,GeneID,3351,HTR1B
GeneID:3352,Protein,GeneID,3352,HTR1D
GeneID:3354,Protein,GeneID,3354,HTR1E
GeneID:3355,Protein,GeneID,3355,HTR1F
GeneID:3356,Protein,GeneID,3356,HTR2A
GeneID:3357,Protein,GeneID,3357,HTR2B
GeneID:3358,Protein,GeneID,3358,HTR2C
GeneID:336,Protein,GeneID,336,APOA2
GeneID:3360,Protein,GeneID,3360,HTR4
GeneID:3362,Protein,GeneID,3362,HTR6
GeneID:3363,Protein,GeneID,3363,HTR7
GeneID:3371,Protein,GeneID,3371,TNC
GeneID:3375,Protein,GeneID,3375,IAPP
GeneID:3376,Protein,GeneID,3376,IARS
GeneID:338,Protein,GeneID,338,APOB
GeneID:3382,Protein,GeneID,3382,ICA1
GeneID:3383,Protein,GeneID,3383,ICAM1
GeneID:3416,Protein,GeneID,3416,IDE
GeneID:345,Protein,GeneID,345,APOC3
GeneID:3454,Protein,GeneID,3454,IFNAR1
GeneID:3455,Protein,GeneID,3455,IFNAR2
GeneID:3458,Protein,GeneID,3458,IFNG
GeneID:3459,Protein,GeneID,3459,IFNGR1
GeneID:3460,Protein,GeneID,3460,IFNGR2
GeneID:348,Protein,GeneID,348,APOE
GeneID:3480,Protein,GeneID,3480,IGF1R
GeneID:3481,Protein,GeneID,3481,IGF2
GeneID:3484,Protein,GeneID,3484,IGFBP1
GeneID:3489,Protein,GeneID,3489,IGFBP6
GeneID:3490,Protein,GeneID,3490,IGFBP7
GeneID:350,Protein,GeneID,350,APOH
GeneID:351,Protein,GeneID,351,APP
GeneID:353,Protein,GeneID,353,APRT
GeneID:354,Protein,GeneID,354,KLK3
GeneID:3551,Protein,GeneID,3551,IKBKB
GeneID:3553,Protein,GeneID,3553,IL1B
GeneID:3554,Protein,GeneID,3554,IL1R1
GeneID:3559,Protein,GeneID,3559,IL2RA
GeneID:3560,Protein,GeneID,3560,IL2RB
GeneID:3563,Protein,GeneID,3563,IL3RA
GeneID:3565,Protein,GeneID,3565,IL4
GeneID:3566,Protein,GeneID,3566,IL4R
GeneID:3567,Protein,GeneID,3567,IL5
GeneID:3569,Protein,GeneID,3569,IL6
GeneID:3570,Protein,GeneID,3570,IL6R
GeneID:3572,Protein,GeneID,3572,IL6ST
GeneID:3575,Protein,GeneID,3575,IL7R
GeneID:3576,Protein,GeneID,3576,IL8
GeneID:3577,Protein,GeneID,3577,CXCR1
GeneID:3578,Protein,GeneID,3578,IL9
GeneID:3579,Protein,GeneID,3579,CXCR2
GeneID:358,Protein,GeneID,358,AQP1
GeneID:3586,Protein,GeneID,3586,IL10
GeneID:3589,Protein,GeneID,3589,IL11
GeneID:3592,Protein,GeneID,3592,IL12A
GeneID:3596,Protein,GeneID,3596,IL13
GeneID:3597,Protein,GeneID,3597,IL13RA1
GeneID:36,Protein,GeneID,36,ACADSB
GeneID:3600,Protein,GeneID,3600,IL15
GeneID:3605,Protein,GeneID,3605,IL17A
GeneID:3606,Protein,GeneID,3606,IL18
GeneID:3611,Protein,GeneID,3611,ILK
GeneID:3612,Protein,GeneID,3612,IMPA1
GeneID:3613,Protein,GeneID,3613,IMPA2
GeneID:3614,Protein,GeneID,3614,IMPDH1
GeneID:3615,Protein,GeneID,3615,IMPDH2
GeneID:3620,Protein,GeneID,3620,IDO1
GeneID:3627,Protein,GeneID,3627,CXCL10
GeneID:3628,Protein,GeneID,3628,INPP1
GeneID:3643,Protein,GeneID,3643,INSR
GeneID:3655,Protein,GeneID,3655,ITGA6
GeneID:3661,Protein,GeneID,3661,IRF3
GeneID:3667,Protein,GeneID,3667,IRS1
GeneID:367,Protein,GeneID,367,AR
GeneID:3673,Protein,GeneID,3673,ITGA2
GeneID:3674,Protein,GeneID,3674,ITGA2B
GeneID:3676,Protein,GeneID,3676,ITGA4
GeneID:3678,Protein,GeneID,3678,ITGA5
GeneID:3683,Protein,GeneID,3683,ITGAL
GeneID:3684,Protein,GeneID,3684,ITGAM
GeneID:3685,Protein,GeneID,3685,ITGAV
GeneID:3688,Protein,GeneID,3688,ITGB1
GeneID:3689,Protein,GeneID,3689,ITGB2
GeneID:3690,Protein,GeneID,3690,ITGB3
GeneID:3695,Protein,GeneID,3695,ITGB7
GeneID:3702,Protein,GeneID,3702,ITK
GeneID:3704,Protein,GeneID,3704,ITPA
GeneID:3708,Protein,GeneID,3708,ITPR1
GeneID:3709,Protein,GeneID,3709,ITPR2
GeneID:3710,Protein,GeneID,3710,ITPR3
GeneID:3716,Protein,GeneID,3716,JAK1
GeneID:3717,Protein,GeneID,3717,JAK2
GeneID:3718,Protein,GeneID,3718,JAK3
GeneID:3725,Protein,GeneID,3725,JUN
GeneID:373156,Protein,GeneID,373156,GSTK1
GeneID:3736,Protein,GeneID,3736,KCNA1
GeneID:3738,Protein,GeneID,3738,KCNA3
GeneID:3741,Protein,GeneID,3741,KCNA5
GeneID:3745,Protein,GeneID,3745,KCNB1
GeneID:375,Protein,GeneID,375,ARF1
GeneID:3751,Protein,GeneID,3751,KCND2
GeneID:3752,Protein,GeneID,3752,KCND3
GeneID:3753,Protein,GeneID,3753,KCNE1
GeneID:3757,Protein,GeneID,3757,KCNH2
GeneID:3758,Protein,GeneID,3758,KCNJ1
GeneID:3762,Protein,GeneID,3762,KCNJ5
GeneID:3764,Protein,GeneID,3764,KCNJ8
GeneID:3766,Protein,GeneID,3766,KCNJ10
GeneID:3767,Protein,GeneID,3767,KCNJ11
GeneID:3768,Protein,GeneID,3768,KCNJ12
GeneID:3775,Protein,GeneID,3775,KCNK1
GeneID:3778,Protein,GeneID,3778,KCNMA1
GeneID:3779,Protein,GeneID,3779,KCNMB1
GeneID:3780,Protein,GeneID,3780,KCNN1
GeneID:3781,Protein,GeneID,3781,KCNN2
GeneID:3782,Protein,GeneID,3782,KCNN3
GeneID:3783,Protein,GeneID,3783,KCNN4
GeneID:3784,Protein,GeneID,3784,KCNQ1
GeneID:3785,Protein,GeneID,3785,KCNQ2
GeneID:3786,Protein,GeneID,3786,KCNQ3
GeneID:3791,Protein,GeneID,3791,KDR
GeneID:38,Protein,GeneID,38,ACAT1
GeneID:3815,Protein,GeneID,3815,KIT
GeneID:3817,Protein,GeneID,3817,KLK2
GeneID:3818,Protein,GeneID,3818,KLKB1
GeneID:3827,Protein,GeneID,3827,KNG1
GeneID:3832,Protein,GeneID,3832,KIF11
GeneID:384,Protein,GeneID,384,ARG2
GeneID:3855,Protein,GeneID,3855,KRT7
GeneID:3914,Protein,GeneID,3914,LAMB3
GeneID:3925,Protein,GeneID,3925,STMN1
GeneID:3932,Protein,GeneID,3932,LCK
GeneID:3939,Protein,GeneID,3939,LDHA
GeneID:3949,Protein,GeneID,3949,LDLR
GeneID:3952,Protein,GeneID,3952,LEP
GeneID:3953,Protein,GeneID,3953,LEPR
GeneID:3958,Protein,GeneID,3958,LGALS3
GeneID:3973,Protein,GeneID,3973,LHCGR
GeneID:3976,Protein,GeneID,3976,LIF
GeneID:3978,Protein,GeneID,3978,LIG1
GeneID:3980,Protein,GeneID,3980,LIG3
GeneID:3991,Protein,GeneID,3991,LIPE
GeneID:3992,Protein,GeneID,3992,FADS1
GeneID:40,Protein,GeneID,40,ASIC2
GeneID:4005,Protein,GeneID,4005,LMO2
GeneID:4015,Protein,GeneID,4015,LOX
GeneID:4023,Protein,GeneID,4023,LPL
GeneID:4035,Protein,GeneID,4035,LRP1
GeneID:4036,Protein,GeneID,4036,LRP2
GeneID:4047,Protein,GeneID,4047,LSS
GeneID:4048,Protein,GeneID,4048,LTA4H
GeneID:4049,Protein,GeneID,4049,LTA
GeneID:4050,Protein,GeneID,4050,LTB
GeneID:4056,Protein,GeneID,4056,LTC4S
GeneID:4057,Protein,GeneID,4057,LTF
GeneID:4069,Protein,GeneID,4069,LYZ
GeneID:4072,Protein,GeneID,4072,EPCAM
GeneID:4074,Protein,GeneID,4074,M6PR
GeneID:41,Protein,GeneID,41,ASIC1
GeneID:4102,Protein,GeneID,4102,MAGEA3
GeneID:4103,Protein,GeneID,4103,MAGEA4
GeneID:4128,Protein,GeneID,4128,MAOA
GeneID:4129,Protein,GeneID,4129,MAOB
GeneID:4130,Protein,GeneID,4130,MAP1A
GeneID:4133,Protein,GeneID,4133,MAP2
GeneID:4134,Protein,GeneID,4134,MAP4
GeneID:4137,Protein,GeneID,4137,MAPT
GeneID:4140,Protein,GeneID,4140,MARK3
GeneID:4143,Protein,GeneID,4143,MAT1A
GeneID:4144,Protein,GeneID,4144,MAT2A
GeneID:4157,Protein,GeneID,4157,MC1R
GeneID:4158,Protein,GeneID,4158,MC2R
GeneID:4159,Protein,GeneID,4159,MC3R
GeneID:4160,Protein,GeneID,4160,MC4R
GeneID:4162,Protein,GeneID,4162,MCAM
GeneID:4170,Protein,GeneID,4170,MCL1
GeneID:4191,Protein,GeneID,4191,MDH2
GeneID:4192,Protein,GeneID,4192,MDK
GeneID:4193,Protein,GeneID,4193,MDM2
GeneID:4214,Protein,GeneID,4214,MAP3K1
GeneID:4215,Protein,GeneID,4215,MAP3K3
GeneID:4216,Protein,GeneID,4216,MAP3K4
GeneID:4233,Protein,GeneID,4233,MET
GeneID:4240,Protein,GeneID,4240,MFGE8
GeneID:4250,Protein,GeneID,4250,SCGB2A2
GeneID:4255,Protein,GeneID,4255,MGMT
GeneID:4257,Protein,GeneID,4257,MGST1
GeneID:4258,Protein,GeneID,4258,MGST2
GeneID:4259,Protein,GeneID,4259,MGST3
GeneID:4282,Protein,GeneID,4282,MIF
GeneID:4293,Protein,GeneID,4293,MAP3K9
GeneID:4294,Protein,GeneID,4294,MAP3K10
GeneID:43,Protein,GeneID,43,ACHE
GeneID:4306,Protein,GeneID,4306,NR3C2
GeneID:4311,Protein,GeneID,4311,MME
GeneID:4312,Protein,GeneID,4312,MMP1
GeneID:4313,Protein,GeneID,4313,MMP2
GeneID:4314,Protein,GeneID,4314,MMP3
GeneID:4316,Protein,GeneID,4316,MMP7
GeneID:4317,Protein,GeneID,4317,MMP8
GeneID:4318,Protein,GeneID,4318,MMP9
GeneID:4320,Protein,GeneID,4320,MMP11
GeneID:4321,Protein,GeneID,4321,MMP12
GeneID:4322,Protein,GeneID,4322,MMP13
GeneID:4323,Protein,GeneID,4323,MMP14
GeneID:4340,Protein,GeneID,4340,MOG
GeneID:4351,Protein,GeneID,4351,MPI
GeneID:4352,Protein,GeneID,4352,MPL
GeneID:4353,Protein,GeneID,4353,MPO
GeneID:4363,Protein,GeneID,4363,ABCC1
GeneID:4436,Protein,GeneID,4436,MSH2
GeneID:444,Protein,GeneID,444,ASPH
GeneID:4481,Protein,GeneID,4481,MSR1
GeneID:4507,Protein,GeneID,4507,MTAP
GeneID:4519,Protein,GeneID,4519,CYTB
GeneID:4524,Protein,GeneID,4524,MTHFR
GeneID:4535,Protein,GeneID,4535,ND1
GeneID:4536,Protein,GeneID,4536,ND2
GeneID:4537,Protein,GeneID,4537,ND3
GeneID:4543,Protein,GeneID,4543,MTNR1A
GeneID:4544,Protein,GeneID,4544,MTNR1B
GeneID:4547,Protein,GeneID,4547,MTTP
GeneID:4548,Protein,GeneID,4548,MTR
GeneID:4552,Protein,GeneID,4552,MTRR
GeneID:4582,Protein,GeneID,4582,MUC1
GeneID:4594,Protein,GeneID,4594,MUT
GeneID:4597,Protein,GeneID,4597,MVD
GeneID:4602,Protein,GeneID,4602,MYB
GeneID:4609,Protein,GeneID,4609,MYC
GeneID:4613,Protein,GeneID,4613,MYCN
GeneID:4615,Protein,GeneID,4615,MYD88
GeneID:462,Protein,GeneID,462,SERPINC1
GeneID:4638,Protein,GeneID,4638,MYLK
GeneID:4668,Protein,GeneID,4668,NAGA
GeneID:4669,Protein,GeneID,4669,NAGLU
GeneID:4680,Protein,GeneID,4680,CEACAM6
GeneID:4691,Protein,GeneID,4691,NCL
GeneID:47,Protein,GeneID,47,ACLY
GeneID:471,Protein,GeneID,471,ATIC
GeneID:4718,Protein,GeneID,4718,NDUFC2
GeneID:4758,Protein,GeneID,4758,NEU1
GeneID:476,Protein,GeneID,476,ATP1A1
GeneID:477,Protein,GeneID,477,ATP1A2
GeneID:4790,Protein,GeneID,4790,NFKB1
GeneID:4791,Protein,GeneID,4791,NFKB2
GeneID:4804,Protein,GeneID,4804,NGFR
GeneID:4835,Protein,GeneID,4835,NQO2
GeneID:4837,Protein,GeneID,4837,NNMT
GeneID:4842,Protein,GeneID,4842,NOS1
GeneID:4843,Protein,GeneID,4843,NOS2
GeneID:4846,Protein,GeneID,4846,NOS3
GeneID:4852,Protein,GeneID,4852,NPY
GeneID:4856,Protein,GeneID,4856,NOV
GeneID:4860,Protein,GeneID,4860,PNP
GeneID:4879,Protein,GeneID,4879,NPPB
GeneID:488,Protein,GeneID,488,ATP2A2
GeneID:4881,Protein,GeneID,4881,NPR1
GeneID:4882,Protein,GeneID,4882,NPR2
GeneID:4886,Protein,GeneID,4886,NPY1R
GeneID:4887,Protein,GeneID,4887,NPY2R
GeneID:4889,Protein,GeneID,4889,NPY5R
GeneID:4907,Protein,GeneID,4907,NT5E
GeneID:4908,Protein,GeneID,4908,NTF3
GeneID:4914,Protein,GeneID,4914,NTRK1
GeneID:4915,Protein,GeneID,4915,NTRK2
GeneID:4923,Protein,GeneID,4923,NTSR1
GeneID:4929,Protein,GeneID,4929,NR4A2
GeneID:4942,Protein,GeneID,4942,OAT
GeneID:495,Protein,GeneID,495,ATP4A
GeneID:4953,Protein,GeneID,4953,ODC1
GeneID:4967,Protein,GeneID,4967,OGDH
GeneID:4982,Protein,GeneID,4982,TNFRSF11B
GeneID:4983,Protein,GeneID,4983,OPHN1
GeneID:4985,Protein,GeneID,4985,OPRD1
GeneID:4986,Protein,GeneID,4986,OPRK1
GeneID:4987,Protein,GeneID,4987,OPRL1
GeneID:4988,Protein,GeneID,4988,OPRM1
GeneID:5008,Protein,GeneID,5008,OSM
GeneID:5019,Protein,GeneID,5019,OXCT1
GeneID:5020,Protein,GeneID,5020,OXT
GeneID:5021,Protein,GeneID,5021,OXTR
GeneID:5024,Protein,GeneID,5024,P2RX3
GeneID:5025,Protein,GeneID,5025,P2RX4
GeneID:5027,Protein,GeneID,5027,P2RX7
GeneID:5028,Protein,GeneID,5028,P2RY1
GeneID:5029,Protein,GeneID,5029,P2RY2
GeneID:5033,Protein,GeneID,5033,P4HA1
GeneID:5047,Protein,GeneID,5047,PAEP
GeneID:50484,Protein,GeneID,50484,RRM2B
GeneID:5053,Protein,GeneID,5053,PAH
GeneID:5054,Protein,GeneID,5054,SERPINE1
GeneID:5066,Protein,GeneID,5066,PAM
GeneID:5079,Protein,GeneID,5079,PAX5
GeneID:51053,Protein,GeneID,51053,GMNN
GeneID:51060,Protein,GeneID,51060,TXNDC12
GeneID:51083,Protein,GeneID,51083,GAL
GeneID:51109,Protein,GeneID,51109,RDH11
GeneID:5111,Protein,GeneID,5111,PCNA
GeneID:51135,Protein,GeneID,51135,IRAK4
GeneID:51175,Protein,GeneID,51175,TUBE1
GeneID:5122,Protein,GeneID,5122,PCSK1
GeneID:51228,Protein,GeneID,51228,GLTP
GeneID:5126,Protein,GeneID,5126,PCSK2
GeneID:51268,Protein,GeneID,51268,PIPOX
GeneID:51284,Protein,GeneID,51284,TLR7
GeneID:513,Protein,GeneID,513,ATP5D
GeneID:5136,Protein,GeneID,5136,PDE1A
GeneID:5138,Protein,GeneID,5138,PDE2A
GeneID:5139,Protein,GeneID,5139,PDE3A
GeneID:5141,Protein,GeneID,5141,PDE4A
GeneID:5142,Protein,GeneID,5142,PDE4B
GeneID:5143,Protein,GeneID,5143,PDE4C
GeneID:5144,Protein,GeneID,5144,PDE4D
GeneID:5148,Protein,GeneID,5148,PDE6G
GeneID:51493,Protein,GeneID,51493,RTCB
GeneID:5151,Protein,GeneID,5151,PDE8A
GeneID:5153,Protein,GeneID,5153,PDE1B
GeneID:5154,Protein,GeneID,5154,PDGFA
GeneID:51540,Protein,GeneID,51540,SCLY
GeneID:5155,Protein,GeneID,5155,PDGFB
GeneID:5156,Protein,GeneID,5156,PDGFRA
GeneID:51561,Protein,GeneID,51561,IL23A
GeneID:5159,Protein,GeneID,5159,PDGFRB
GeneID:5167,Protein,GeneID,5167,ENPP1
GeneID:5170,Protein,GeneID,5170,PDPK1
GeneID:51738,Protein,GeneID,51738,GHRL
GeneID:5175,Protein,GeneID,5175,PECAM1
GeneID:5176,Protein,GeneID,5176,SERPINF1
GeneID:5226,Protein,GeneID,5226,PGD
GeneID:5228,Protein,GeneID,5228,PGF
GeneID:523,Protein,GeneID,523,ATP6V1A
GeneID:5241,Protein,GeneID,5241,PGR
GeneID:5243,Protein,GeneID,5243,ABCB1
GeneID:5244,Protein,GeneID,5244,ABCB4
GeneID:5264,Protein,GeneID,5264,PHYH
GeneID:5265,Protein,GeneID,5265,SERPINA1
GeneID:5268,Protein,GeneID,5268,SERPINB5
GeneID:5286,Protein,GeneID,5286,PIK3C2A
GeneID:5294,Protein,GeneID,5294,PIK3CG
GeneID:5295,Protein,GeneID,5295,PIK3R1
GeneID:5296,Protein,GeneID,5296,PIK3R2
GeneID:5300,Protein,GeneID,5300,PIN1
GeneID:5319,Protein,GeneID,5319,PLA2G1B
GeneID:5320,Protein,GeneID,5320,PLA2G2A
GeneID:5321,Protein,GeneID,5321,PLA2G4A
GeneID:5327,Protein,GeneID,5327,PLAT
GeneID:5328,Protein,GeneID,5328,PLAU
GeneID:5329,Protein,GeneID,5329,PLAUR
GeneID:5334,Protein,GeneID,5334,PLCL1
GeneID:5337,Protein,GeneID,5337,PLD1
GeneID:5340,Protein,GeneID,5340,PLG
GeneID:5346,Protein,GeneID,5346,PLIN1
GeneID:5347,Protein,GeneID,5347,PLK1
GeneID:5351,Protein,GeneID,5351,PLOD1
GeneID:5352,Protein,GeneID,5352,PLOD2
GeneID:5360,Protein,GeneID,5360,PLTP
GeneID:53637,Protein,GeneID,53637,S1PR5
GeneID:5406,Protein,GeneID,5406,PNLIP
GeneID:54106,Protein,GeneID,54106,TLR9
GeneID:54107,Protein,GeneID,54107,POLE3
GeneID:54205,Protein,GeneID,54205,CYCS
GeneID:5422,Protein,GeneID,5422,POLA1
GeneID:5423,Protein,GeneID,5423,POLB
GeneID:5426,Protein,GeneID,5426,POLE
GeneID:5427,Protein,GeneID,5427,POLE2
GeneID:5443,Protein,GeneID,5443,POMC
GeneID:5444,Protein,GeneID,5444,PON1
GeneID:54541,Protein,GeneID,54541,DDIT4
GeneID:54583,Protein,GeneID,54583,EGLN1
GeneID:5465,Protein,GeneID,5465,PPARA
GeneID:5467,Protein,GeneID,5467,PPARD
GeneID:5468,Protein,GeneID,5468,PPARG
GeneID:54681,Protein,GeneID,54681,P4HTM
GeneID:5478,Protein,GeneID,5478,PPIA
GeneID:5479,Protein,GeneID,5479,PPIB
GeneID:5501,Protein,GeneID,5501,PPP1CC
GeneID:551,Protein,GeneID,551,AVP
GeneID:5515,Protein,GeneID,5515,PPP2CA
GeneID:5516,Protein,GeneID,5516,PPP2CB
GeneID:552,Protein,GeneID,552,AVPR1A
GeneID:55217,Protein,GeneID,55217,TMLHE
GeneID:55239,Protein,GeneID,55239,OGFOD1
GeneID:5525,Protein,GeneID,5525,PPP2R5A
GeneID:553,Protein,GeneID,553,AVPR1B
GeneID:55304,Protein,GeneID,55304,SPTLC3
GeneID:5535,Protein,GeneID,5535,PPP3R2
GeneID:554,Protein,GeneID,554,AVPR2
GeneID:5540,Protein,GeneID,5540,NPY4R
GeneID:55503,Protein,GeneID,55503,TRPV6
GeneID:5564,Protein,GeneID,5564,PRKAB1
GeneID:5573,Protein,GeneID,5573,PRKAR1A
GeneID:5577,Protein,GeneID,5577,PRKAR2B
GeneID:5578,Protein,GeneID,5578,PRKCA
GeneID:5579,Protein,GeneID,5579,PRKCB
GeneID:5580,Protein,GeneID,5580,PRKCD
GeneID:5581,Protein,GeneID,5581,PRKCE
GeneID:5582,Protein,GeneID,5582,PRKCG
GeneID:5588,Protein,GeneID,5588,PRKCQ
GeneID:5590,Protein,GeneID,5590,PRKCZ
GeneID:5594,Protein,GeneID,5594,MAPK1
GeneID:5595,Protein,GeneID,5595,MAPK3
GeneID:5599,Protein,GeneID,5599,MAPK8
GeneID:5600,Protein,GeneID,5600,MAPK11
GeneID:5601,Protein,GeneID,5601,MAPK9
GeneID:5604,Protein,GeneID,5604,MAP2K1
GeneID:5605,Protein,GeneID,5605,MAP2K2
GeneID:5607,Protein,GeneID,5607,MAP2K5
GeneID:5609,Protein,GeneID,5609,MAP2K7
GeneID:5617,Protein,GeneID,5617,PRL
GeneID:5618,Protein,GeneID,5618,PRLR
GeneID:5621,Protein,GeneID,5621,PRNP
GeneID:5624,Protein,GeneID,5624,PROC
GeneID:56479,Protein,GeneID,56479,KCNQ5
GeneID:5650,Protein,GeneID,5650,KLK7
GeneID:5653,Protein,GeneID,5653,KLK6
GeneID:56616,Protein,GeneID,56616,DIABLO
GeneID:5663,Protein,GeneID,5663,PSEN1
GeneID:5664,Protein,GeneID,5664,PSEN2
GeneID:56655,Protein,GeneID,56655,POLE4
GeneID:5689,Protein,GeneID,5689,PSMB1
GeneID:5690,Protein,GeneID,5690,PSMB2
GeneID:5693,Protein,GeneID,5693,PSMB5
GeneID:5696,Protein,GeneID,5696,PSMB8
GeneID:5697,Protein,GeneID,5697,PYY
GeneID:5698,Protein,GeneID,5698,PSMB9
GeneID:5699,Protein,GeneID,5699,PSMB10
GeneID:570,Protein,GeneID,570,BAAT
GeneID:57026,Protein,GeneID,57026,PDXP
GeneID:5707,Protein,GeneID,5707,PSMD1
GeneID:5708,Protein,GeneID,5708,PSMD2
GeneID:5724,Protein,GeneID,5724,PTAFR
GeneID:5729,Protein,GeneID,5729,PTGDR
GeneID:5731,Protein,GeneID,5731,PTGER1
GeneID:5732,Protein,GeneID,5732,PTGER2
GeneID:5733,Protein,GeneID,5733,PTGER3
GeneID:5734,Protein,GeneID,5734,PTGER4
GeneID:5737,Protein,GeneID,5737,PTGFR
GeneID:5739,Protein,GeneID,5739,PTGIR
GeneID:5740,Protein,GeneID,5740,PTGIS
GeneID:5742,Protein,GeneID,5742,PTGS1
GeneID:5743,Protein,GeneID,5743,PTGS2
GeneID:5745,Protein,GeneID,5745,PTH1R
GeneID:5746,Protein,GeneID,5746,PTH2R
GeneID:57505,Protein,GeneID,57505,AARS2
GeneID:5753,Protein,GeneID,5753,PTK6
GeneID:57628,Protein,GeneID,57628,DPP10
GeneID:5764,Protein,GeneID,5764,PTN
GeneID:5770,Protein,GeneID,5770,PTPN1
GeneID:5775,Protein,GeneID,5775,PTPN4
GeneID:5777,Protein,GeneID,5777,PTPN6
GeneID:5781,Protein,GeneID,5781,PTPN11
GeneID:5788,Protein,GeneID,5788,PTPRC
GeneID:5791,Protein,GeneID,5791,PTPRE
GeneID:58,Protein,GeneID,58,ACTA1
GeneID:5802,Protein,GeneID,5802,PTPRS
GeneID:5803,Protein,GeneID,5803,PTPRZ1
GeneID:58190,Protein,GeneID,58190,CTDSP1
GeneID:5834,Protein,GeneID,5834,PYGB
GeneID:5836,Protein,GeneID,5836,PYGL
GeneID:5837,Protein,GeneID,5837,PYGM
GeneID:586,Protein,GeneID,586,BCAT1
GeneID:587,Protein,GeneID,587,BCAT2
GeneID:5888,Protein,GeneID,5888,RAD51
GeneID:5894,Protein,GeneID,5894,RAF1
GeneID:590,Protein,GeneID,590,BCHE
GeneID:5914,Protein,GeneID,5914,RARA
GeneID:5915,Protein,GeneID,5915,RARB
GeneID:5916,Protein,GeneID,5916,RARG
GeneID:5925,Protein,GeneID,5925,RB1
GeneID:59272,Protein,GeneID,59272,ACE2
GeneID:5947,Protein,GeneID,5947,RBP1
GeneID:595,Protein,GeneID,595,CCND1
GeneID:5957,Protein,GeneID,5957,RCVRN
GeneID:5959,Protein,GeneID,5959,RDH5
GeneID:596,Protein,GeneID,596,BCL2
GeneID:5966,Protein,GeneID,5966,REL
GeneID:5970,Protein,GeneID,5970,RELA
GeneID:5972,Protein,GeneID,5972,REN
GeneID:5973,Protein,GeneID,5973,RENBP
GeneID:5979,Protein,GeneID,5979,RET
GeneID:598,Protein,GeneID,598,BCL2L1
GeneID:599,Protein,GeneID,599,BCL2L2
GeneID:6010,Protein,GeneID,6010,RHO
GeneID:6017,Protein,GeneID,6017,RLBP1
GeneID:6035,Protein,GeneID,6035,RNASE1
GeneID:608,Protein,GeneID,608,TNFRSF17
GeneID:6093,Protein,GeneID,6093,ROCK1
GeneID:6122,Protein,GeneID,6122,RPL3
GeneID:6198,Protein,GeneID,6198,RPS6KB1
GeneID:6206,Protein,GeneID,6206,RPS12
GeneID:623,Protein,GeneID,623,BDKRB1
GeneID:624,Protein,GeneID,624,BDKRB2
GeneID:6240,Protein,GeneID,6240,RRM1
GeneID:6241,Protein,GeneID,6241,RRM2
GeneID:6256,Protein,GeneID,6256,RXRA
GeneID:6257,Protein,GeneID,6257,RXRB
GeneID:6258,Protein,GeneID,6258,RXRG
GeneID:6261,Protein,GeneID,6261,RYR1
GeneID:6262,Protein,GeneID,6262,RYR2
GeneID:6263,Protein,GeneID,6263,RYR3
GeneID:6271,Protein,GeneID,6271,S100A1
GeneID:6273,Protein,GeneID,6273,S100A2
GeneID:6279,Protein,GeneID,6279,S100A8
GeneID:6280,Protein,GeneID,6280,S100A9
GeneID:6283,Protein,GeneID,6283,S100A12
GeneID:6284,Protein,GeneID,6284,S100A13
GeneID:6285,Protein,GeneID,6285,S100B
GeneID:6300,Protein,GeneID,6300,MAPK12
GeneID:6319,Protein,GeneID,6319,SCD
GeneID:632,Protein,GeneID,632,BGLAP
GeneID:6323,Protein,GeneID,6323,SCN1A
GeneID:6324,Protein,GeneID,6324,SCN1B
GeneID:6326,Protein,GeneID,6326,SCN2A
GeneID:6328,Protein,GeneID,6328,SCN3A
GeneID:6329,Protein,GeneID,6329,SCN4A
GeneID:6331,Protein,GeneID,6331,SCN5A
GeneID:6336,Protein,GeneID,6336,SCN10A
GeneID:6337,Protein,GeneID,6337,SCNN1A
GeneID:6338,Protein,GeneID,6338,SCNN1B
GeneID:6339,Protein,GeneID,6339,SCNN1D
GeneID:6340,Protein,GeneID,6340,SCNN1G
GeneID:6344,Protein,GeneID,6344,SCTR
GeneID:6347,Protein,GeneID,6347,CCL2
GeneID:6348,Protein,GeneID,6348,CCL3
GeneID:635,Protein,GeneID,635,BHMT
GeneID:6376,Protein,GeneID,6376,CX3CL1
GeneID:63826,Protein,GeneID,63826,SRR
GeneID:6387,Protein,GeneID,6387,CXCL12
GeneID:6389,Protein,GeneID,6389,SDHA
GeneID:6390,Protein,GeneID,6390,SDHB
GeneID:6391,Protein,GeneID,6391,SDHC
GeneID:6401,Protein,GeneID,6401,SELE
GeneID:6402,Protein,GeneID,6402,SELL
GeneID:6403,Protein,GeneID,6403,SELP
GeneID:64064,Protein,GeneID,64064,OXCT2
GeneID:64175,Protein,GeneID,64175,LEPRE1
GeneID:643,Protein,GeneID,643,CXCR5
GeneID:64324,Protein,GeneID,64324,NSD1
GeneID:644,Protein,GeneID,644,BLVRA
GeneID:6446,Protein,GeneID,6446,SGK1
GeneID:645,Protein,GeneID,645,BLVRB
